f,r,o,m
t,o
190230,191998
40704,40961
274275,274190
274190,274196
115402,114780
396239,395235
395235,395669
6917,6918
6918,47353
120851,127008
284407,284236
280026,279739
279739,280027
253078,253418
179133,10229
10229,179677
179677,179132
179132,179131
179131,179675
192064,192073
101821,101003
281829,281823
175961,335569
335569,335568
1459,1458
324864,72375
337397,346209
85320,85319
1870,1853
295971,297439
297439,297440
297440,295858
215386,215387
215387,210426
140312,144404
326087,235037
235037,325299
325299,234334
234334,326083
150901,254813
33488,154160
247019,247828
247828,247016
134923,134921
140726,35615
322324,45261
38202,38167
75171,75464
85316,85310
102432,106933
286502,286501
182689,182643
70564,69656
69656,70563
350100,361611
361611,350103
188205,188203
188203,188201
188201,188200
154051,152687
152687,154037
154037,152674
347747,347748
347748,347749
12167,12148
211890,218526
190875,190860
190860,190819
335642,291344
337139,337141
297903,297904
398670,321110
259798,259795
161223,161222
161222,161221
161221,161220
70058,70059
70059,70060
70060,70061
233156,61350
61350,70055
70055,394021
183003,182993
182993,182992
256622,255898
364586,364395
65554,68735
54903,54342
187199,187744
105463,9045
9045,105462
216253,209912
286920,286530
286530,359874
300053,304946
304946,304947
273483,93988
93988,273481
379680,273645
273645,379677
379677,273643
127224,189688
189688,189812
189812,189813
189813,189811
248226,247404
247404,248224
376855,368705
336831,336832
250431,250587
250587,250675
250675,250688
250688,250700
250700,253326
37615,37613
238013,237980
213620,209177
58454,58453
47292,46515
105257,105256
349150,349151
349151,349153
178378,176847
242998,242999
242999,243011
243011,243014
1431,1831
119264,128183
128183,220124
220124,211702
248826,249940
249940,248824
248824,249939
249939,248823
219481,212465
337015,337016
34031,33834
5490,187154
95614,95620
59046,59605
17905,9080
249057,249047
55536,54175
54175,57691
395357,395546
279069,279800
158175,158174
158174,158169
214513,211211
219340,212370
219777,128251
128251,212631
77652,77653
363054,363056
140229,31300
175828,175462
175462,175822
175822,175456
382020,364494
364494,382980
203369,203370
29102,29100
29100,29087
29087,29088
360636,360635
84828,84829
103602,106355
106355,106356
236687,239010
239010,236685
337191,337200
8588,279003
279003,279004
279004,279006
279006,279008
336911,336914
338808,338809
109414,103899
103899,109406
397886,397617
5976,5975
5975,5974
5974,5461
5461,5436
361141,350428
350428,361138
361138,361136
361136,350430
350430,350431
350431,361135
50345,49116
201094,201093
201093,201078
201078,201077
177364,178140
40450,326351
304194,304200
207195,207190
73041,72104
72104,72103
72103,72102
72102,72099
330741,272672
272672,272758
272758,253319
253319,272024
272024,252909
252909,274730
274730,274644
274644,285333
67940,68163
216187,209933
209933,216196
216196,209923
51631,51630
71425,70134
70134,71426
216277,209894
209894,32878
346404,346694
203075,203119
185806,185808
185808,185810
157865,157306
157306,157864
219709,212607
177100,177963
321694,321695
24785,24786
169810,160804
204549,48562
48562,48876
48876,190339
190339,204544
204544,204525
204913,205961
1623,44132
49233,49208
1517,2396
164644,164643
248070,248069
74958,83199
46141,46135
46135,195662
390438,390123
143681,143569
247504,248378
248378,248377
34695,33960
177605,176570
176570,177602
34688,31397
297057,297058
97422,97229
6977,6306
205857,205856
205856,207636
207636,205844
205844,207645
140530,140523
275731,275762
110953,33814
265331,260755
260755,265312
265312,260751
260751,265311
265311,260635
260635,265217
265217,260613
260613,265201
265201,260608
260608,260606
260606,260605
260605,265197
265197,265195
265195,265194
265194,260580
260580,265171
265171,260347
260347,264967
264967,260289
260289,260290
260290,260288
260288,264910
264910,264909
264909,264908
264908,260277
260277,261175
261175,260272
260272,264893
264893,264890
264890,264885
264885,260263
260263,260254
260254,264875
264875,260192
260192,264847
264847,260157
260157,260155
260155,260154
260154,260153
260153,264825
264825,264824
264824,264823
264823,264464
264464,264462
264462,260138
260138,260137
260137,260136
260136,264816
264816,264815
264815,260056
260056,260054
260054,260053
260053,264766
264766,264764
264764,260022
260022,264739
264739,260015
260015,264733
264733,264670
264670,259806
259806,264628
264628,259766
259766,264605
264605,259750
259750,264590
264590,259644
259644,264532
264532,259612
259612,264514
264514,264513
264513,259593
259593,264506
264506,259561
259561,264491
240012,239985
41505,41502
178508,177884
177884,177883
268558,268559
37313,37307
378022,378023
34969,34928
79275,79278
245909,245905
161299,161300
190476,190474
346565,275520
275520,346566
401672,401682
259768,264602
264602,264600
107848,107847
236268,234921
25210,276374
215982,210067
210067,215994
404286,404285
207295,207294
285222,285548
364998,142037
142037,142035
142035,201056
201056,201053
201053,201017
201017,201011
201011,158741
158741,140484
140484,158685
158685,158604
158604,159523
159523,266429
266429,158368
158368,158371
158371,158374
158374,158356
255162,383074
383074,383075
383075,255164
255164,255166
255166,255168
215051,210764
102980,108465
210595,215227
215227,120177
120177,125838
299522,299523
299523,23974
382291,382284
117686,117675
58608,273801
273801,58610
58610,51513
259704,259703
259703,264572
264572,264571
264571,264570
362001,362696
9038,18074
18074,9034
9034,17891
17891,9032
377996,377997
75128,380995
307114,307136
307136,307161
153372,152259
152259,153376
153376,153378
153378,377035
120444,128031
219549,212503
368748,368749
172767,171872
171872,172778
268026,268218
82802,82800
175969,175968
402011,335685
293942,293943
337403,337486
337486,337531
337531,337541
337541,337562
337562,337697
337697,337855
337855,337957
337957,338516
338516,338518
338518,338521
338521,338652
338652,338687
338687,338694
338694,338698
338698,338719
338719,338728
338728,338730
338730,338745
338745,338793
338793,347237
347237,338932
338932,338940
338940,338941
338941,338942
338942,336980
336980,327427
327427,327428
327428,337260
337260,337262
337262,337263
337263,337324
337324,346135
346135,337371
337371,346182
346182,337374
337374,337376
337376,346185
346185,346187
346187,160747
160747,252948
252948,252950
252950,365569
365569,365376
365376,253314
253314,253016
253016,253020
253020,253024
253024,345917
345917,252880
252880,134798
134798,112078
112078,346317
346317,253194
253194,346378
346378,346630
346630,346765
346765,347107
347107,347119
347119,347595
18417,255348
255348,236316
236316,234860
365686,365687
365687,365688
37693,38308
345982,71601
71601,71924
89453,90597
90597,89421
398966,19456
396290,396287
270236,270232
111906,335563
106063,102681
98934,98956
378624,379342
19268,20341
20341,19264
19264,20344
20344,19263
19263,20345
20345,19262
143050,143051
175287,175288
157343,157344
157344,201387
201387,157345
246432,321102
205361,206823
206823,206822
348620,348621
102767,107908
37333,37683
337521,337522
337522,337527
119476,126830
89231,89229
49656,49563
382985,382028
382028,383060
383060,382029
382029,383061
383061,382033
382033,383100
238884,236739
236739,383565
46331,47122
47122,46138
46138,195661
299706,299714
299714,296332
110818,104714
304963,304967
33356,33342
176743,176741
51931,51930
9586,9582
144907,141877
141877,141609
141609,141608
141608,144895
144895,141015
141015,140951
347804,347807
287118,286704
297386,295736
297151,295711
295711,295725
80536,80537
71332,71338
305104,300448
300448,305168
305168,300449
300449,305169
305169,305170
305170,300450
377880,324082
180123,183208
183208,180105
359487,359488
79677,79679
70779,70780
213368,402791
54480,54479
54479,54476
54476,54473
395954,395953
233327,233326
233326,233308
233308,233301
68612,63400
291524,397981
252213,284208
102915,106048
109462,103920
103920,109458
109458,103918
103918,109452
109452,103917
103917,109445
109445,103915
103915,103914
103914,109444
109444,109433
267381,267036
281634,282152
298804,58477
58477,57578
260631,265220
259589,264503
290992,290993
49023,48187
254939,255628
40355,40359
84629,84365
84365,84633
84633,84376
84376,84377
185393,185404
185404,185509
175279,175304
283863,283865
304416,324379
233282,233281
320857,320856
65539,65540
169743,275661
347429,345996
345996,345909
46929,87655
58646,58650
218518,211874
211874,107460
30340,29543
29543,30339
51332,50185
50185,50184
50184,50168
203471,203476
181070,185329
185329,185346
185346,181055
181055,185350
185350,181050
181050,185351
31529,32173
337060,24192
24192,337062
337062,337063
337063,344178
296266,152484
152484,152483
152483,297521
213166,209390
271563,271680
271680,271594
271594,271727
271727,271751
271751,271617
271617,271752
102434,107037
107037,107034
105651,105649
105649,104395
104395,104376
104376,110271
8902,8901
8901,8888
104814,110970
110970,104810
291138,291137
101342,30043
30043,101923
101923,101922
101922,101918
101918,101268
305761,305762
305762,320508
320508,320509
191566,273307
273307,273308
191026,191018
191018,191022
283860,283861
283861,291808
291808,336113
336113,398014
300319,305708
276029,276030
79595,79597
101582,101581
101581,101572
101572,101570
101570,101569
101569,101568
304527,395380
395380,395523
395523,304614
10891,70463
70463,71003
71003,70996
325937,325936
125906,215593
215593,204996
204996,206025
180716,180709
180709,186071
51965,51958
289209,289210
48748,48956
163767,163223
337515,242635
242635,337867
337867,337869
337869,337872
337872,338840
338840,326217
144514,139738
246731,161391
161391,246727
246727,161392
205686,207764
9215,17936
17936,9158
110656,104588
104588,110615
110615,110590
196810,196811
238719,236810
204635,206127
188234,5468
379120,379617
349079,349083
349083,349085
349085,349086
368175,368180
182573,182565
396454,395293
395293,395611
395611,396453
114649,114655
111289,105004
99196,99198
104180,109970
109970,109918
216266,216265
260647,265232
5938,5937
5736,5725
250281,72135
72135,72128
72128,189801
189801,190009
190009,233052
233052,31922
110291,104392
177455,178172
71230,69764
215849,210115
34868,34867
34867,31650
31650,31649
10770,10765
10765,10763
10763,10762
10762,173007
173007,10429
10429,21358
259778,264610
236265,234844
234844,245052
245052,244613
321677,321676
183644,183646
359443,359449
359449,359450
359450,359452
359452,359464
70307,69729
69729,70305
188130,5721
253630,253086
125481,125482
362839,362840
51929,51928
305934,306075
306075,323098
72995,72994
72994,82074
211735,211733
335945,335678
335678,335677
335677,335676
335676,40320
40320,40325
24945,24949
260675,286919
286919,286573
51709,51708
29567,30104
79351,79282
398107,397772
235816,235815
235815,235814
395393,395510
54397,54873
54873,172958
51280,35276
35276,49954
299542,299545
348327,348328
18771,18768
50433,50435
50435,190609
190609,50436
50436,190597
190597,49739
49739,190610
190610,48785
48785,190581
190581,48784
48784,190583
32534,32533
32533,32529
80582,80939
51330,49463
49463,205552
205552,207859
321482,321481
269273,268113
29942,29858
29858,30306
30306,101179
101179,176718
176718,235108
71266,71260
71260,71259
71259,71232
71232,71229
104873,111096
172208,233035
350290,358429
324584,304313
11480,20837
80567,80568
333755,170408
173033,10032
10032,10064
101526,101994
215421,210388
75328,75327
54061,252207
369805,376633
376633,369806
369806,376634
376634,369580
369580,369809
86839,86838
111670,270020
218468,211857
141725,141722
70125,71407
71407,70126
364598,364599
114938,37957
30442,30441
30441,30439
53903,57999
383155,383157
383157,382515
382515,382045
217357,55035
40695,40971
236038,244445
248468,248465
248465,248764
204943,205997
348675,348635
210779,210777
210777,215038
215038,215037
158116,158047
235313,234444
234444,234991
260693,265279
156947,252170
252170,156956
156956,252179
252179,156958
156958,252181
252181,156967
156967,252190
252190,156969
156969,252192
252192,156390
156390,250409
250409,250661
250661,156389
156389,250408
255987,201042
260065,265794
265794,260063
260063,259907
347640,347641
347641,347210
94052,298243
213564,27179
27179,199838
71035,69551
337923,337924
369179,369185
369185,369191
44013,44510
44510,44012
44012,44511
300428,304566
298391,298392
398010,291550
291550,336111
248106,73647
260521,265111
164712,164711
9179,9174
178609,177937
177937,177035
50973,49558
173455,173452
173452,173451
173451,173446
206713,206711
206711,206705
206705,206697
206697,206685
206685,206682
376690,402075
44393,44400
32448,173687
260898,261241
261241,261240
260474,265074
265074,265072
24998,25001
74507,74508
24576,24575
24575,24574
50801,189759
189759,190442
190442,50803
50803,191224
191224,49865
49865,191006
191006,50802
50802,49864
49864,190995
49764,50472
279690,279691
401605,401607
401607,401762
107832,107740
242214,242213
152421,298162
298162,39225
5167,5623
119605,126710
103249,103245
305495,320345
376272,247658
85393,85392
255599,255600
255600,255221
255221,255604
255604,255225
192255,192254
192254,192253
192253,49368
74354,74353
74353,74352
74352,75491
75491,75490
75490,75489
306261,323107
323107,323108
153755,152469
152469,153145
153145,299500
267960,267962
22766,22767
22767,22768
59270,59271
59271,59313
252317,252320
377161,174864
174864,1717
28093,28418
28418,28092
28092,28417
346407,348070
348070,348071
338620,338624
245785,245779
245779,196624
77512,77538
77538,77539
323007,305649
305649,323480
323480,323011
323011,305886
157920,157652
358325,357832
357832,358612
143966,144877
350031,350032
350032,350035
120388,125580
125580,129004
129004,214260
248820,248819
248819,248818
248818,248817
248817,248815
248815,248813
88217,88884
70727,69705
69705,70617
47767,40482
204504,203170
85115,85176
46793,47319
102076,20216
20216,102074
187146,187624
187624,187620
187620,187619
187619,187143
187143,187618
9284,9279
177214,178061
178061,31058
31058,177209
28812,28806
